,Fp1,Fz,FC1,CP6,C4,F4,Fp2,PO4
Fp1,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fp2,0.49122807017543857,0.0,0.0,0.0,0.0,0.0,0.5087719298245614,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
