,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.27472527472527475,0.0,0.12087912087912088,0.24175824175824176,0.18681318681318682,0.17582417582417584,0.0,0.0
parsopercularis-lh,0.0,0.5571428571428572,0.21428571428571427,0.0,0.0,0.0,0.08571428571428572,0.14285714285714285
parstriangularis-rh,0.04929577464788732,0.1056338028169014,0.5352112676056338,0.028169014084507043,0.028169014084507043,0.06338028169014084,0.0,0.19014084507042253
postcentral-rh,0.26262626262626265,0.0,0.08080808080808081,0.30303030303030304,0.20202020202020202,0.15151515151515152,0.0,0.0
rostralmiddlefrontal-lh,0.22784810126582278,0.0,0.0759493670886076,0.25316455696202533,0.25316455696202533,0.17721518987341772,0.012658227848101266,0.0
superiorfrontal-lh,0.14444444444444443,0.0,0.12222222222222222,0.13333333333333333,0.13333333333333333,0.37777777777777777,0.0,0.08888888888888889
superiorfrontal-rh,0.0,0.10526315789473684,0.0,0.05263157894736842,0.07894736842105263,0.0,0.7631578947368421,0.0
superiortemporal-rh,0.0,0.0743801652892562,0.2066115702479339,0.0,0.0,0.0743801652892562,0.0,0.6446280991735537
