,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.1928817451205511,0.18140068886337543,0.12973593570608496,0.09529276693455797,0.08725602755453502,0.09299655568312284,0.12399540757749714,0.09644087256027555
frontalpole-rh,0.1528846153846154,0.20288461538461539,0.13076923076923078,0.09903846153846153,0.09230769230769231,0.09711538461538462,0.125,0.1
insula-lh,0.06015831134564644,0.0733509234828496,0.19472295514511873,0.15145118733509236,0.15408970976253297,0.13614775725593667,0.16992084432717677,0.06015831134564644
lateralorbitofrontal-lh,0.046754675467546754,0.057755775577557754,0.16116611661166116,0.17986798679867988,0.17106710671067107,0.1639163916391639,0.15676567656765678,0.0627062706270627
medialorbitofrontal-lh,0.04216216216216216,0.05297297297297297,0.16,0.17027027027027028,0.19945945945945945,0.1681081081081081,0.1491891891891892,0.05783783783783784
medialorbitofrontal-rh,0.047347404449515115,0.058756417569880204,0.15059897318881918,0.17341699942954936,0.17741015402167712,0.18254420992584142,0.14603536794067312,0.0638904734740445
rostralanteriorcingulate-lh,0.06025428413488115,0.07352128247650636,0.179657269209508,0.15422885572139303,0.15035931453841903,0.13819789939192925,0.18076285240464346,0.06301824212271974
rostralanteriorcingulate-rh,0.1,0.12325581395348838,0.1325581395348837,0.13023255813953488,0.12209302325581395,0.12790697674418605,0.1325581395348837,0.1313953488372093
