,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.8181818181818182,0.0,0.10955710955710955,0.0,0.0,0.006993006993006993,0.0,0.06526806526806526
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.04281636536631779,0.0,0.5509039010466222,0.0,0.0,0.3330161750713606,0.07326355851569934,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.504601226993865,0.3558282208588957,0.0,0.0,0.13957055214723926
medialorbitofrontal-rh,0.0,0.0,0.0,0.4227941176470588,0.5772058823529411,0.0,0.0,0.0
parahippocampal-lh,0.001059322033898305,0.0,0.3622881355932203,0.0,0.0,0.621822033898305,0.014830508474576272,0.0
parahippocampal-rh,0.0,0.0,0.21236559139784947,0.0,0.0,0.043010752688172046,0.7446236559139785,0.0
rostralanteriorcingulate-lh,0.06718346253229975,0.0,0.0,0.2351421188630491,0.0,0.0,0.0,0.6976744186046512
