,bankssts-rh,caudalanteriorcingulate-lh,fusiform-rh,insula-lh,paracentral-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.6274509803921569,0.0,0.37254901960784315,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.46875,0.0,0.109375,0.40625,0.0,0.015625
insula-lh,0.0,0.5135135135135135,0.0,0.4864864864864865,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.13333333333333333,0.0,0.4666666666666667,0.08,0.0,0.32
parahippocampal-rh,0.0,0.0,0.45098039215686275,0.0,0.0784313725490196,0.47058823529411764,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.05172413793103448,0.0,0.4827586206896552,0.0,0.0,0.46551724137931033
