,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.29310344827586204,0.0,0.034482758620689655,0.1896551724137931,0.0,0.0,0.1896551724137931,0.29310344827586204
frontalpole-lh,0.0,0.2777777777777778,0.1111111111111111,0.0,0.2916666666666667,0.2777777777777778,0.041666666666666664,0.0
frontalpole-rh,0.0,0.16666666666666666,0.26666666666666666,0.0,0.16666666666666666,0.21666666666666667,0.18333333333333332,0.0
insula-rh,0.23404255319148937,0.0,0.0,0.40425531914893614,0.0,0.0,0.1276595744680851,0.23404255319148937
medialorbitofrontal-lh,0.0,0.2127659574468085,0.0851063829787234,0.0,0.3829787234042553,0.2872340425531915,0.031914893617021274,0.0
medialorbitofrontal-rh,0.0,0.2079207920792079,0.10891089108910891,0.0,0.3069306930693069,0.31683168316831684,0.0594059405940594,0.0
temporalpole-rh,0.1232876712328767,0.0684931506849315,0.1780821917808219,0.0547945205479452,0.0684931506849315,0.1095890410958904,0.273972602739726,0.1232876712328767
transversetemporal-rh,0.2857142857142857,0.0,0.031746031746031744,0.1746031746031746,0.0,0.0,0.1746031746031746,0.3333333333333333
