,Fp1,FT10,F8,Fp2,AF7,AFz,F5,AF8
Fp1,0.39444444444444443,0.0,0.0,0.24074074074074073,0.03518518518518519,0.22037037037037038,0.0,0.10925925925925926
FT10,0.0,0.4752186588921283,0.08454810495626822,0.0,0.0,0.0,0.4402332361516035,0.0
F8,0.0,0.18562874251497005,0.6526946107784432,0.0,0.0,0.0,0.10179640718562874,0.059880239520958084
Fp2,0.2857142857142857,0.0,0.0,0.3484848484848485,0.10822510822510822,0.25757575757575757,0.0,0.0
AF7,0.05263157894736842,0.0,0.0,0.13032581453634084,0.7969924812030075,0.020050125313283207,0.0,0.0
AFz,0.33055555555555555,0.0,0.0,0.325,0.016666666666666666,0.3277777777777778,0.0,0.0
F5,0.0,0.42450142450142453,0.042735042735042736,0.0,0.0,0.0,0.5327635327635327,0.0
AF8,0.285,0.0,0.06,0.0,0.0,0.0,0.0,0.655
