,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
caudalanteriorcingulate-lh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
caudalanteriorcingulate-rh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
frontalpole-lh,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
lateralorbitofrontal-lh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
medialorbitofrontal-lh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
rostralanteriorcingulate-lh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
rostralanteriorcingulate-rh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
rostralmiddlefrontal-rh,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.2
