,caudalanteriorcingulate-lh,frontalpole-rh,insula-lh,lateraloccipital-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.2591943957968476,0.14905623662191086,0.11539209963027826,0.10955438801323214,0.06869040669390931,0.03483167931504184,0.1190893169877408,0.14419147694103912
frontalpole-rh,0.17645703754895187,0.3008523381709284,0.13568302234508178,0.03731859018659295,0.046072333563695,0.06196728864316978,0.17484450587422254,0.06680488366735775
insula-lh,0.17344252705469435,0.17168762796139223,0.2646972799064054,0.054694355074583215,0.07546066101199181,0.023691137759578824,0.15472360339280491,0.08160280783854928
lateraloccipital-lh,0.1819066147859922,0.04993514915693904,0.05869001297016861,0.26815823605706873,0.10181582360570687,0.053501945525291826,0.07749675745784695,0.20849546044098574
parahippocampal-rh,0.1340167046317388,0.07820804859529233,0.09946848899012908,0.11617312072892938,0.39597570235383445,0.05884586180713743,0.03986332574031891,0.0774487471526196
rostralanteriorcingulate-lh,0.09305912596401028,0.13830334190231364,0.0416452442159383,0.08277634961439588,0.07763496143958869,0.4354755784061697,0.042159383033419026,0.08894601542416453
rostralanteriorcingulate-rh,0.17058165548098433,0.21001118568232663,0.14737136465324385,0.06907158836689038,0.028243847874720358,0.02181208053691275,0.25083892617449666,0.10206935123042506
rostralmiddlefrontal-lh,0.20589052514587386,0.07891080855793275,0.07641011392053348,0.1792164490136149,0.05834954153931648,0.04806890803000834,0.09974993053626008,0.2534037232564601
