,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.3855421686746988,0.07228915662650602,0.03614457831325301,0.0,0.1686746987951807,0.07228915662650602,0.1927710843373494,0.07228915662650602
parsopercularis-lh,0.05102040816326531,0.35714285714285715,0.05102040816326531,0.10204081632653061,0.12244897959183673,0.21428571428571427,0.0,0.10204081632653061
postcentral-rh,0.043478260869565216,0.13043478260869565,0.32608695652173914,0.13043478260869565,0.0,0.13043478260869565,0.0,0.2391304347826087
precentral-rh,0.0,0.22727272727272727,0.11363636363636363,0.22727272727272727,0.0,0.25,0.0,0.18181818181818182
superiortemporal-lh,0.17721518987341772,0.13924050632911392,0.0,0.0,0.34177215189873417,0.12658227848101267,0.17721518987341772,0.0379746835443038
superiortemporal-rh,0.058823529411764705,0.24705882352941178,0.058823529411764705,0.11764705882352941,0.12941176470588237,0.27058823529411763,0.0,0.11764705882352941
supramarginal-lh,0.25,0.0,0.0,0.0,0.1875,0.0,0.546875,0.015625
supramarginal-rh,0.0945945945945946,0.16216216216216217,0.14864864864864866,0.12162162162162163,0.06756756756756757,0.16216216216216217,0.02702702702702703,0.21621621621621623
