,TP9,P7,O1,Oz,AF7,POz,CPz,TP8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.28735632183908044,0.2988505747126437,0.2413793103448276,0.0,0.1724137931034483,0.0
Oz,0.0,0.0,0.26262626262626265,0.32323232323232326,0.24242424242424243,0.0,0.1717171717171717,0.0
AF7,0.0,0.0,0.1958762886597938,0.2268041237113402,0.4845360824742268,0.0,0.09278350515463918,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.2786885245901639,0.2786885245901639,0.18032786885245902,0.0,0.26229508196721313,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
