,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.30337078651685395,0.028089887640449437,0.11797752808988764,0.15730337078651685,0.06741573033707865,0.05056179775280899,0.09550561797752809,0.1797752808988764
parstriangularis-rh,0.043478260869565216,0.36231884057971014,0.15217391304347827,0.16666666666666666,0.036231884057971016,0.0,0.057971014492753624,0.18115942028985507
precentral-rh,0.13333333333333333,0.12727272727272726,0.24848484848484848,0.20606060606060606,0.0,0.0,0.06060606060606061,0.22424242424242424
rostralmiddlefrontal-lh,0.15,0.13,0.175,0.27,0.0,0.0,0.095,0.18
rostralmiddlefrontal-rh,0.21052631578947367,0.08771929824561403,0.0,0.0,0.7017543859649122,0.0,0.0,0.0
superiorparietal-lh,0.20833333333333334,0.0,0.0,0.0,0.0,0.4166666666666667,0.3541666666666667,0.020833333333333332
superiortemporal-lh,0.13533834586466165,0.07518796992481203,0.08270676691729323,0.13533834586466165,0.0,0.14285714285714285,0.2706766917293233,0.15789473684210525
superiortemporal-rh,0.14720812182741116,0.12690355329949238,0.17258883248730963,0.16243654822335024,0.0,0.005076142131979695,0.09137055837563451,0.29441624365482233
