,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh
frontalpole-lh,0.5191740412979351,0.20943952802359883,0.0,0.0,0.10914454277286136,0.11799410029498525,0.0,0.04424778761061947
frontalpole-rh,0.2025974025974026,0.3922077922077922,0.0,0.0,0.12207792207792208,0.18181818181818182,0.0,0.1012987012987013
fusiform-rh,0.0,0.0,0.4309210526315789,0.27960526315789475,0.0,0.0,0.2894736842105263,0.0
inferiortemporal-rh,0.0,0.0,0.2532467532467532,0.4448051948051948,0.0,0.0,0.30194805194805197,0.0
medialorbitofrontal-lh,0.1649122807017544,0.17543859649122806,0.0,0.0,0.5543859649122806,0.042105263157894736,0.0,0.06315789473684211
medialorbitofrontal-rh,0.15771812080536912,0.2516778523489933,0.0,0.0,0.0436241610738255,0.4261744966442953,0.0,0.12080536912751678
parahippocampal-rh,0.0,0.0,0.2585669781931464,0.30218068535825543,0.0,0.0,0.4392523364485981,0.0
parsorbitalis-rh,0.07407407407407407,0.16049382716049382,0.0,0.0,0.07407407407407407,0.13168724279835392,0.0,0.5596707818930041
