,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.39106145251396646,0.26256983240223464,0.0,0.0,0.05027932960893855,0.29608938547486036,0.0
frontalpole-rh,0.0,0.255,0.43,0.0,0.015,0.0,0.3,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.5652173913043478,0.26811594202898553,0.014492753623188406,0.0,0.15217391304347827
parsopercularis-lh,0.0,0.009708737864077669,0.06796116504854369,0.32038834951456313,0.6019417475728155,0.0,0.0,0.0
parstriangularis-rh,0.0,0.078125,0.0,0.0625,0.0,0.671875,0.0,0.1875
rostralanteriorcingulate-rh,0.0,0.29545454545454547,0.30113636363636365,0.0,0.0,0.0,0.4034090909090909,0.0
temporalpole-rh,0.0,0.0,0.0,0.2066115702479339,0.01652892561983471,0.08264462809917356,0.0,0.6942148760330579
