,frontalpole-lh,insula-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
frontalpole-lh,0.81,0.0,0.08,0.11,0.0,0.0,0.0,0.0
insula-lh,0.0,0.7526881720430108,0.0,0.12903225806451613,0.0,0.0,0.0,0.11827956989247312
rostralanteriorcingulate-lh,0.05454545454545454,0.0,0.5818181818181818,0.02727272727272727,0.33636363636363636,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0784313725490196,0.0915032679738562,0.0196078431372549,0.5816993464052288,0.06535947712418301,0.013071895424836602,0.08496732026143791,0.06535947712418301
rostralmiddlefrontal-lh,0.0,0.0,0.2283464566929134,0.09448818897637795,0.6771653543307087,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.031746031746031744,0.0,0.5317460317460317,0.16666666666666666,0.2698412698412698
temporalpole-rh,0.0,0.02040816326530612,0.0,0.17346938775510204,0.0,0.19387755102040816,0.45918367346938777,0.15306122448979592
transversetemporal-lh,0.0,0.09615384615384616,0.0,0.07692307692307693,0.0,0.19230769230769232,0.08333333333333333,0.5512820512820513
