,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5208333333333334,0.125,0.0,0.0,0.1875,0.16666666666666666,0.0
frontalpole-rh,0.0,0.2903225806451613,0.3548387096774194,0.0,0.0967741935483871,0.0,0.25806451612903225,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.05555555555555555,0.0,0.16666666666666666
parsopercularis-lh,0.0,0.0,0.16129032258064516,0.3225806451612903,0.5161290322580645,0.0,0.0,0.0
parstriangularis-rh,0.0,0.078125,0.0,0.0625,0.0,0.671875,0.0,0.1875
rostralanteriorcingulate-rh,0.0,0.4166666666666667,0.25,0.0,0.0,0.0,0.3333333333333333,0.0
temporalpole-rh,0.0,0.0,0.0,0.23529411764705882,0.058823529411764705,0.29411764705882354,0.0,0.4117647058823529
