,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.2631578947368421,0.02631578947368421,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.23684210526315788,0.02631578947368421,0.02631578947368421
caudalmiddlefrontal-rh,0.0,0.8235294117647058,0.0,0.11764705882352941,0.0,0.0,0.029411764705882353,0.029411764705882353
inferiorparietal-rh,0.2631578947368421,0.02631578947368421,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.23684210526315788,0.02631578947368421,0.02631578947368421
parsopercularis-lh,0.04225352112676056,0.028169014084507043,0.04225352112676056,0.5774647887323944,0.0,0.30985915492957744,0.0,0.0
parstriangularis-rh,0.06896551724137931,0.0,0.06896551724137931,0.0,0.8275862068965517,0.034482758620689655,0.0,0.0
superiorfrontal-lh,0.13333333333333333,0.0,0.13333333333333333,0.30666666666666664,0.04,0.38666666666666666,0.0,0.0
superiorfrontal-rh,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.25
superiortemporal-lh,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.9130434782608695
