,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.2687224669603524,0.0,0.16740088105726872,0.13656387665198239,0.039647577092511016,0.1277533039647577,0.13656387665198239,0.12334801762114538
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.22012578616352202,0.0,0.24528301886792453,0.10062893081761007,0.0,0.18238993710691823,0.1320754716981132,0.11949685534591195
rostralmiddlefrontal-lh,0.18032786885245902,0.0,0.09836065573770492,0.2786885245901639,0.09289617486338798,0.10382513661202186,0.08743169398907104,0.15846994535519127
superiorfrontal-lh,0.15,0.0,0.0,0.2833333333333333,0.4,0.0,0.0,0.16666666666666666
superiortemporal-lh,0.2054794520547945,0.0,0.2054794520547945,0.1232876712328767,0.0,0.21232876712328766,0.1095890410958904,0.14383561643835616
superiortemporal-rh,0.23841059602649006,0.0,0.152317880794702,0.11258278145695365,0.0,0.11258278145695365,0.271523178807947,0.11258278145695365
supramarginal-rh,0.17880794701986755,0.0,0.12582781456953643,0.18543046357615894,0.06622516556291391,0.1390728476821192,0.10596026490066225,0.1986754966887417
