,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3113207547169811,0.0,0.0,0.2358490566037736,0.2358490566037736,0.0,0.0,0.2169811320754717
caudalmiddlefrontal-rh,0.0,0.36363636363636365,0.0,0.0,0.0,0.3090909090909091,0.2909090909090909,0.03636363636363636
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.24742268041237114,0.0,0.0,0.25773195876288657,0.25773195876288657,0.0,0.0,0.23711340206185566
superiorfrontal-lh,0.24731182795698925,0.0,0.0,0.25806451612903225,0.25806451612903225,0.0,0.0,0.23655913978494625
superiorparietal-rh,0.0,0.17647058823529413,0.0,0.0,0.0,0.6235294117647059,0.2,0.0
superiortemporal-lh,0.0,0.30612244897959184,0.0,0.0,0.0,0.3469387755102041,0.32653061224489793,0.02040816326530612
superiortemporal-rh,0.22429906542056074,0.018691588785046728,0.0,0.22429906542056074,0.22429906542056074,0.0,0.0,0.308411214953271
