,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.64,0.0,0.0,0.0,0.04,0.0,0.26666666666666666,0.05333333333333334
frontalpole-lh,0.0,0.746268656716418,0.014925373134328358,0.14925373134328357,0.0,0.08955223880597014,0.0,0.0
frontalpole-rh,0.0,0.0547945205479452,0.5342465753424658,0.1506849315068493,0.0,0.0958904109589041,0.0,0.1643835616438356
medialorbitofrontal-rh,0.0,0.07446808510638298,0.14893617021276595,0.5425531914893617,0.05319148936170213,0.031914893617021274,0.14893617021276595,0.0
parahippocampal-rh,0.018518518518518517,0.0,0.0,0.05555555555555555,0.7407407407407407,0.0,0.18518518518518517,0.0
pericalcarine-lh,0.0,0.109375,0.078125,0.078125,0.0,0.734375,0.0,0.0
temporalpole-rh,0.15217391304347827,0.0,0.0,0.13043478260869565,0.10869565217391304,0.0,0.5978260869565217,0.010869565217391304
transversetemporal-rh,0.10909090909090909,0.01818181818181818,0.2,0.01818181818181818,0.0,0.0,0.05454545454545454,0.6
