,frontalpole-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,parsorbitalis-lh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.835820895522388,0.014925373134328358,0.0,0.0,0.0,0.14925373134328357,0.0,0.0
frontalpole-rh,0.013245033112582781,0.7880794701986755,0.0,0.0,0.0,0.0728476821192053,0.12582781456953643,0.0
fusiform-rh,0.0,0.0,0.5247524752475248,0.10396039603960396,0.1782178217821782,0.0594059405940594,0.0,0.13366336633663367
isthmuscingulate-rh,0.0,0.0,0.17293233082706766,0.631578947368421,0.17293233082706766,0.007518796992481203,0.015037593984962405,0.0
parahippocampal-rh,0.0,0.0,0.26506024096385544,0.10843373493975904,0.5602409638554217,0.0,0.03614457831325301,0.030120481927710843
parsorbitalis-lh,0.21238938053097345,0.061946902654867256,0.10619469026548672,0.02654867256637168,0.0,0.5929203539823009,0.0,0.0
temporalpole-lh,0.0,0.26785714285714285,0.0,0.03571428571428571,0.07142857142857142,0.0,0.625,0.0
temporalpole-rh,0.0,0.0,0.20652173913043478,0.0,0.09782608695652174,0.0,0.0,0.6956521739130435
