,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.20454545454545456,0.1590909090909091,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
frontalpole-rh,0.15254237288135594,0.1694915254237288,0.0,0.11864406779661017,0.1864406779661017,0.0,0.1864406779661017,0.1864406779661017
isthmuscingulate-rh,0.0,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385,0.0,0.0
lateralorbitofrontal-rh,0.125,0.1875,0.0,0.1875,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
medialorbitofrontal-rh,0.18181818181818182,0.16363636363636364,0.0,0.10909090909090909,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
pericalcarine-lh,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0
rostralanteriorcingulate-lh,0.2,0.16,0.0,0.1,0.18,0.0,0.18,0.18
rostralanteriorcingulate-rh,0.18181818181818182,0.16363636363636364,0.0,0.10909090909090909,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
