,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,paracentral-lh,temporalpole-lh
cuneus-rh,0.6521739130434783,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.0
frontalpole-lh,0.0,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.23076923076923078,0.0
lateraloccipital-rh,0.24,0.0,0.0,0.0,0.0,0.76,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
