,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.3538341767224601,0.017516543402101986,0.017516543402101986,0.15842740365901128,0.2094200077851304,0.0541066562864928,0.17166212534059946,0.017516543402101986
frontalpole-lh,0.01675353685778109,0.34139985107967236,0.18912881608339538,0.08525688756515264,0.01712583767684289,0.0390915860014892,0.1154132539091586,0.19583023082650783
frontalpole-rh,0.02063273727647868,0.23200366804218248,0.3310408069692801,0.08940852819807428,0.008253094910591471,0.02521779000458505,0.10774873911049977,0.1856946354883081
isthmuscingulate-rh,0.0889924545051043,0.050821127385707945,0.04371948513093653,0.250554815801154,0.1380381713271194,0.1608965823346649,0.18930315135375056,0.07767421216156237
lateralorbitofrontal-lh,0.1639851485148515,0.01485148514851485,0.006188118811881188,0.19492574257425743,0.28217821782178215,0.13149752475247525,0.19337871287128713,0.012995049504950494
parahippocampal-rh,0.04367816091954023,0.035139573070607555,0.0187192118226601,0.2374384236453202,0.13694581280788176,0.3054187192118227,0.1697865353037767,0.052873563218390804
rostralanteriorcingulate-lh,0.10029974636845745,0.07193912842979018,0.05510721697025594,0.19760202905234034,0.14318653447083238,0.12012912151256629,0.2278072400276689,0.08392898316808854
rostralanteriorcingulate-rh,0.01670998886000743,0.19383587077608616,0.14964723356851095,0.12848124767916821,0.014853323431117713,0.058299294467137025,0.13293724470850352,0.30523579650946897
