,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.30652260904361744,0.11764705882352941,0.08723489395758303,0.010804321728691477,0.14365746298519408,0.0,0.07643057222889156,0.25770308123249297
frontalpole-lh,0.09598715890850722,0.32423756019261635,0.027608346709470304,0.055858747993579455,0.1768860353130016,0.04943820224719101,0.10722311396468699,0.16276083467094704
frontalpole-rh,0.10051911278905144,0.04058518168947617,0.3539405379896177,0.12222746578574799,0.03303445021236432,0.1562057574327513,0.04247286455875413,0.1510146295422369
lateralorbitofrontal-lh,0.018855218855218854,0.1191919191919192,0.1696969696969697,0.25252525252525254,0.08888888888888889,0.22154882154882155,0.10235690235690235,0.026936026936026935
medialorbitofrontal-lh,0.13803564656806977,0.20857034508911643,0.026166097838452786,0.049677664012135005,0.25180128934395146,0.04361016306408798,0.12514220705346984,0.15699658703071673
parahippocampal-rh,0.0,0.07491702228544334,0.1541014698909436,0.15599810336652442,0.05547652916073969,0.4874348032242769,0.06116642958748222,0.010905642484589853
rostralanteriorcingulate-lh,0.09846153846153846,0.17282051282051283,0.045641025641025644,0.07743589743589743,0.16974358974358975,0.06615384615384616,0.27282051282051284,0.09692307692307692
rostralanteriorcingulate-rh,0.207085346215781,0.15974235104669887,0.10531400966183575,0.013848631239935587,0.13107890499194846,0.007407407407407408,0.05925925925925926,0.31626409017713364
