,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.1911402789171452,0.17965545529122232,0.04224774405250205,0.12059064807219032,0.14889253486464316,0.11115668580803938,0.062346185397867106,0.14397046759639048
frontalpole-lh,0.17086400619914763,0.19759783029833397,0.03990701278574196,0.14180550174351025,0.1437427353738861,0.094149554436265,0.08678806664083688,0.12514529252227818
frontalpole-rh,0.17770034843205576,0.17770034843205576,0.17770034843205576,0.0313588850174216,0.08013937282229965,0.17770034843205576,0.0,0.17770034843205576
isthmuscingulate-rh,0.14752475247524752,0.18316831683168316,0.009900990099009901,0.2202970297029703,0.1504950495049505,0.04950495049504951,0.15,0.0891089108910891
medialorbitofrontal-lh,0.18069916297390448,0.18266863613983259,0.023633677991137372,0.14771048744460857,0.18168389955686853,0.08321024126046282,0.07779419005416051,0.12259970457902511
paracentral-lh,0.15635939323220538,0.14002333722287047,0.060093348891481914,0.056592765460910154,0.09626604434072346,0.2736289381563594,0.042007001166861145,0.1750291715285881
parahippocampal-rh,0.11470588235294117,0.1676470588235294,0.0,0.22573529411764706,0.11911764705882352,0.052941176470588235,0.28088235294117647,0.03897058823529412
rostralanteriorcingulate-rh,0.1806853582554517,0.16614745586708204,0.05347871235721703,0.09138110072689512,0.1272066458982347,0.1573208722741433,0.0264797507788162,0.19730010384215993
