,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.19198448610213317,0.11570782159017454,0.09308338720103426,0.07433742727860375,0.1486748545572075,0.1085972850678733,0.12346477052359406,0.14414996767937943
frontalpole-rh,0.11915734035549704,0.15997366688610928,0.1369321922317314,0.10467412771560237,0.14285714285714285,0.15273206056616195,0.11257406188281764,0.07109940750493746
insula-rh,0.10911808669656203,0.15695067264573992,0.16292974588938713,0.11883408071748879,0.13602391629297458,0.15994020926756353,0.10164424514200299,0.05455904334828102
isthmuscingulate-rh,0.11079545454545454,0.15056818181818182,0.15056818181818182,0.14962121212121213,0.14488636363636365,0.15056818181818182,0.10132575757575757,0.041666666666666664
medialorbitofrontal-lh,0.14518147684605756,0.13454317897371715,0.11264080100125157,0.09449311639549436,0.16645807259073842,0.1276595744680851,0.1195244055068836,0.09949937421777222
parahippocampal-rh,0.11533242876526459,0.1587516960651289,0.14382632293080055,0.1078697421981004,0.13975576662143827,0.16010854816824965,0.10854816824966079,0.06580732700135686
rostralanteriorcingulate-lh,0.15074980268350435,0.13338595106550907,0.10576164167324388,0.08287292817679558,0.15074980268350435,0.12470402525651145,0.1499605367008682,0.10181531176006314
rostralanteriorcingulate-rh,0.21163012392755004,0.10104861773117255,0.06768350810295519,0.04003813155386082,0.14966634890371783,0.0905624404194471,0.12106768350810296,0.21830314585319352
