,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-rh,0.47692307692307695,0.0,0.06153846153846154,0.3230769230769231,0.09230769230769231,0.046153846153846156,0.0,0.0
frontalpole-lh,0.0,0.3956043956043956,0.37362637362637363,0.08791208791208792,0.01098901098901099,0.0,0.13186813186813187,0.0
frontalpole-rh,0.06557377049180328,0.21311475409836064,0.4426229508196721,0.08196721311475409,0.04918032786885246,0.0,0.13934426229508196,0.00819672131147541
parsorbitalis-lh,0.1568627450980392,0.09803921568627451,0.09803921568627451,0.5,0.0,0.09803921568627451,0.0,0.049019607843137254
rostralanteriorcingulate-lh,0.1125,0.0,0.05,0.025,0.475,0.2375,0.0,0.1
rostralanteriorcingulate-rh,0.012048192771084338,0.024096385542168676,0.0,0.12048192771084337,0.13253012048192772,0.46987951807228917,0.0,0.24096385542168675
temporalpole-lh,0.0,0.12,0.29333333333333333,0.0,0.0,0.0,0.5866666666666667,0.0
temporalpole-rh,0.0,0.03571428571428571,0.047619047619047616,0.05952380952380952,0.047619047619047616,0.19047619047619047,0.0,0.6190476190476191
