,entorhinal-rh,frontalpole-rh,inferiortemporal-rh,middletemporal-rh,rostralanteriorcingulate-rh,superiortemporal-rh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.3557312252964427,0.0,0.1383399209486166,0.15019762845849802,0.0,0.12648221343873517,0.08300395256916997,0.14624505928853754
frontalpole-rh,0.0,0.8508771929824561,0.0,0.0,0.14912280701754385,0.0,0.0,0.0
inferiortemporal-rh,0.25862068965517243,0.0,0.40229885057471265,0.022988505747126436,0.0,0.21264367816091953,0.0,0.10344827586206896
middletemporal-rh,0.1650943396226415,0.0,0.0,0.3490566037735849,0.04245283018867924,0.04716981132075472,0.2169811320754717,0.1792452830188679
rostralanteriorcingulate-rh,0.0,0.1513157894736842,0.013157894736842105,0.03289473684210526,0.6973684210526315,0.006578947368421052,0.06578947368421052,0.03289473684210526
superiortemporal-rh,0.128,0.0,0.132,0.076,0.02,0.328,0.08,0.236
temporalpole-rh,0.06857142857142857,0.0,0.022857142857142857,0.2,0.08,0.08571428571428572,0.38857142857142857,0.15428571428571428
transversetemporal-rh,0.12454212454212454,0.0,0.04395604395604396,0.1978021978021978,0.03296703296703297,0.15018315018315018,0.1282051282051282,0.32234432234432236
