,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.6052631578947368,0.0,0.0,0.0,0.39473684210526316,0.0,0.0,0.0
frontalpole-lh,0.0,0.47619047619047616,0.3741496598639456,0.0,0.0,0.08163265306122448,0.0,0.06802721088435375
frontalpole-rh,0.0,0.4435483870967742,0.4274193548387097,0.0,0.0,0.056451612903225805,0.0,0.07258064516129033
isthmuscingulate-rh,0.0,0.0,0.0,0.47619047619047616,0.2,0.0,0.02857142857142857,0.29523809523809524
parahippocampal-rh,0.18120805369127516,0.006711409395973154,0.0,0.16778523489932887,0.5570469798657718,0.0,0.0,0.087248322147651
temporalpole-lh,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.782608695652174,0.0,0.08695652173913043
temporalpole-rh,0.0,0.0,0.0,0.375,0.0,0.0,0.25,0.375
transversetemporal-rh,0.0,0.050314465408805034,0.0440251572327044,0.1761006289308176,0.06918238993710692,0.06289308176100629,0.018867924528301886,0.5786163522012578
