,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.6554621848739496,0.0,0.21008403361344538,0.13445378151260504,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.2916666666666667,0.0,0.0,0.3125,0.20833333333333334,0.0,0.1875
frontalpole-rh,0.3026315789473684,0.0,0.6710526315789473,0.02631578947368421,0.0,0.0,0.0,0.0
parahippocampal-rh,0.09049773755656108,0.0,0.01809954751131222,0.45248868778280543,0.0,0.19457013574660634,0.14027149321266968,0.10407239819004525
parsorbitalis-lh,0.0,0.22388059701492538,0.0,0.0,0.3582089552238806,0.22388059701492538,0.0,0.19402985074626866
temporalpole-lh,0.0,0.03508771929824561,0.0,0.12573099415204678,0.049707602339181284,0.6198830409356725,0.043859649122807015,0.12573099415204678
temporalpole-rh,0.0,0.0,0.0,0.2734375,0.0,0.0859375,0.3515625,0.2890625
transversetemporal-rh,0.0,0.03571428571428571,0.0,0.1377551020408163,0.061224489795918366,0.18877551020408162,0.20918367346938777,0.3673469387755102
