,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.4194341943419434,0.11685116851168512,0.07011070110701106,0.01968019680196802,0.14514145141451415,0.1033210332103321,0.041820418204182044,0.08364083640836409
frontalpole-rh,0.09042553191489362,0.32358156028368795,0.14184397163120568,0.010638297872340425,0.16843971631205673,0.16843971631205673,0.05673758865248227,0.0398936170212766
medialorbitofrontal-rh,0.0636182902584493,0.16699801192842942,0.25347912524850896,0.019880715705765408,0.14612326043737575,0.21570576540755468,0.09244532803180915,0.041749502982107355
parahippocampal-lh,0.023608768971332208,0.02023608768971332,0.03035413153456998,0.6981450252951096,0.02023608768971332,0.06239460370994941,0.09274873524451939,0.05227655986509275
rostralanteriorcingulate-lh,0.11378977820636452,0.17454194792671165,0.13018322082931533,0.013500482160077145,0.30279652844744454,0.16297010607521698,0.05785920925747348,0.044358727097396335
rostralanteriorcingulate-rh,0.0781758957654723,0.16042345276872963,0.17100977198697068,0.03175895765472313,0.1457654723127036,0.30618892508143325,0.0741042345276873,0.03257328990228013
temporalpole-lh,0.04931192660550459,0.0871559633027523,0.11353211009174312,0.05504587155963303,0.08256880733944955,0.10550458715596331,0.42545871559633025,0.08142201834862385
temporalpole-rh,0.09900990099009901,0.06082036775106082,0.0594059405940594,0.031117397454031116,0.06930693069306931,0.05091937765205092,0.09618104667609619,0.5332390381895332
