,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.19615384615384615,0.16923076923076924,0.16153846153846155,0.0,0.2076923076923077,0.13846153846153847,0.07692307692307693,0.05
frontalpole-rh,0.12727272727272726,0.18441558441558442,0.17922077922077922,0.0025974025974025974,0.17662337662337663,0.16363636363636364,0.11948051948051948,0.046753246753246755
medialorbitofrontal-rh,0.10467706013363029,0.15812917594654788,0.22271714922049,0.0022271714922048997,0.1714922048997773,0.16258351893095768,0.1291759465478842,0.04899777282850779
parahippocampal-lh,0.0,0.03488372093023256,0.03488372093023256,0.5465116279069767,0.0,0.11627906976744186,0.1744186046511628,0.09302325581395349
rostralanteriorcingulate-lh,0.13533834586466165,0.15538847117794485,0.17293233082706766,0.0,0.22556390977443608,0.16541353383458646,0.09774436090225563,0.047619047619047616
rostralanteriorcingulate-rh,0.1016949152542373,0.15980629539951574,0.17675544794188863,0.014527845036319613,0.17433414043583534,0.2033898305084746,0.13801452784503632,0.031476997578692496
temporalpole-lh,0.06963788300835655,0.14484679665738162,0.18384401114206128,0.03064066852367688,0.1309192200557103,0.17827298050139276,0.22841225626740946,0.033426183844011144
temporalpole-rh,0.07103825136612021,0.09836065573770492,0.12021857923497267,0.03825136612021858,0.09836065573770492,0.07103825136612021,0.06557377049180328,0.4371584699453552
