,Fp1,Fz,T8,F8,PO7,FT8,AF8,FCz
Fp1,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040816326531
Fz,0.0,0.9152542372881356,0.0,0.0847457627118644,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.5454545454545454,0.0,0.45454545454545453,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.26595744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.7340425531914894
