,Fp1,Fz,T8,F8,PO7,FT8,AF8,FCz
Fp1,0.328125,0.0,0.0,0.0,0.0,0.0,0.3359375,0.3359375
Fz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2866666666666667,0.0,0.0,0.0,0.0,0.0,0.35333333333333333,0.36
FCz,0.13395638629283488,0.0,0.0,0.0,0.0,0.0,0.16822429906542055,0.6978193146417445
