,Fp1,Fz,T8,F8,PO7,FT8,AF8,FCz
Fp1,0.5454545454545454,0.0,0.0,0.0,0.09090909090909091,0.0,0.36363636363636365,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PO7,0.041666666666666664,0.0,0.0,0.0,0.9166666666666666,0.0,0.041666666666666664,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5,0.0,0.0,0.0,0.1,0.0,0.4,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
