,Fp1,Fz,T8,F8,PO7,FT8,AF8,FCz
Fp1,0.5215419501133787,0.0,0.06235827664399093,0.0,0.0011337868480725624,0.0,0.3378684807256236,0.07709750566893424
Fz,0.0,0.7145669291338582,0.0,0.14173228346456693,0.015748031496062992,0.027559055118110236,0.10039370078740158,0.0
T8,0.21568627450980393,0.0,0.6352941176470588,0.0,0.0,0.0,0.14901960784313725,0.0
F8,0.0,0.10393258426966293,0.0,0.6039325842696629,0.028089887640449437,0.05196629213483146,0.16853932584269662,0.04353932584269663
PO7,0.004,0.014,0.0,0.038,0.694,0.24,0.01,0.0
FT8,0.0,0.039473684210526314,0.0,0.09736842105263158,0.31842105263157894,0.5447368421052632,0.0,0.0
AF8,0.2933723196881092,0.049707602339181284,0.037037037037037035,0.11793372319688109,0.004873294346978557,0.0,0.4444444444444444,0.05263157894736842
FCz,0.1384928716904277,0.0,0.0,0.06313645621181263,0.0,0.0,0.109979633401222,0.6883910386965377
