,Fp1,TP10,Cz,F4,F8,Fp2,AF7,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.6020942408376964,0.0,0.0,0.0,0.0,0.0,0.39790575916230364
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.6314102564102564,0.3685897435897436,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.4669421487603306,0.5330578512396694,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.19451371571072318,0.0,0.0,0.0,0.0,0.0,0.8054862842892768
