,Fp1,TP10,Cz,F4,F8,Fp2,AF7,PO8
Fp1,0.4177215189873418,0.0,0.0,0.0,0.19217491369390102,0.39010356731875717,0.0,0.0
TP10,0.0,0.7505567928730512,0.24944320712694878,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.3486238532110092,0.6513761467889908,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.33601609657947684,0.0,0.0,0.0,0.3319919517102616,0.3319919517102616,0.0,0.0
Fp2,0.40213523131672596,0.0,0.0,0.0,0.1981020166073547,0.3997627520759193,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
