,Fp1,TP9,CP1,TP10,F4,F8,Fp2,AF7
Fp1,0.5181159420289855,0.0,0.0,0.0,0.0,0.0,0.0,0.48188405797101447
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF7,0.2860169491525424,0.0,0.0,0.0,0.0,0.0,0.0,0.7139830508474576
