,bankssts-lh,entorhinal-rh,fusiform-rh,inferiortemporal-lh,paracentral-lh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.5555555555555556,0.02962962962962963,0.11851851851851852,0.0,0.0,0.14814814814814814,0.08148148148148149,0.06666666666666667
entorhinal-rh,0.027210884353741496,0.4421768707482993,0.25170068027210885,0.09523809523809523,0.04081632653061224,0.027210884353741496,0.08163265306122448,0.034013605442176874
fusiform-rh,0.11976047904191617,0.20958083832335328,0.4251497005988024,0.059880239520958084,0.0,0.17964071856287425,0.0,0.005988023952095809
inferiortemporal-lh,0.0,0.16842105263157894,0.12631578947368421,0.7052631578947368,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.08,0.0,0.0,0.8,0.0,0.12,0.0
parahippocampal-rh,0.1834862385321101,0.03669724770642202,0.23853211009174313,0.0,0.0,0.45871559633027525,0.0,0.08256880733944955
posteriorcingulate-lh,0.125,0.09166666666666666,0.0,0.0,0.09166666666666666,0.0,0.4666666666666667,0.225
rostralanteriorcingulate-rh,0.09285714285714286,0.014285714285714285,0.014285714285714285,0.0,0.0,0.07142857142857142,0.17857142857142858,0.6285714285714286
