,cuneus-rh,entorhinal-rh,frontalpole-lh,lingual-lh,parahippocampal-lh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
cuneus-rh,0.8390804597701149,0.0,0.0,0.0,0.0,0.16091954022988506,0.0,0.0
entorhinal-rh,0.0,0.5189873417721519,0.0,0.06329113924050633,0.05907172995780591,0.0,0.32489451476793246,0.03375527426160337
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.10559006211180125,0.0,0.5838509316770186,0.19875776397515527,0.012422360248447204,0.09937888198757763,0.0
parahippocampal-lh,0.0,0.055299539170506916,0.0,0.16589861751152074,0.5990783410138248,0.0,0.15668202764976957,0.02304147465437788
pericalcarine-lh,0.15217391304347827,0.0,0.0,0.021739130434782608,0.0,0.8260869565217391,0.0,0.0
temporalpole-rh,0.0,0.2840466926070039,0.0,0.07003891050583658,0.1245136186770428,0.0,0.47470817120622566,0.04669260700389105
transversetemporal-rh,0.0,0.033707865168539325,0.0,0.0,0.03932584269662921,0.0,0.056179775280898875,0.8707865168539326
