,bankssts-rh,frontalpole-lh,parahippocampal-rh,parsopercularis-lh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-rh,0.5505050505050505,0.21212121212121213,0.12121212121212122,0.0,0.0,0.0,0.08080808080808081,0.03535353535353535
frontalpole-lh,0.19298245614035087,0.5087719298245614,0.07017543859649122,0.0,0.0,0.0,0.17543859649122806,0.05263157894736842
parahippocampal-rh,0.1864406779661017,0.1440677966101695,0.4915254237288136,0.0,0.0,0.0,0.059322033898305086,0.11864406779661017
parsopercularis-lh,0.0,0.0,0.0,0.9101123595505618,0.0,0.0,0.0,0.0898876404494382
pericalcarine-lh,0.0,0.0,0.0,0.0,0.8979591836734694,0.10204081632653061,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.1792452830188679,0.8207547169811321,0.0,0.0
rostralanteriorcingulate-rh,0.09569377990430622,0.22966507177033493,0.023923444976076555,0.0,0.0,0.0,0.5645933014354066,0.0861244019138756
temporalpole-lh,0.04371584699453552,0.07650273224043716,0.06557377049180328,0.0546448087431694,0.0,0.0,0.1092896174863388,0.6502732240437158
