,FT9,FC5,T7,TP10,F4,AF3,AF8,AF4
FT9,0.4074074074074074,0.3333333333333333,0.25925925925925924,0.0,0.0,0.0,0.0,0.0
FC5,0.38461538461538464,0.34615384615384615,0.2692307692307692,0.0,0.0,0.0,0.0,0.0
T7,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
