,F3,F7,FC5,Cz,F8,FT7,C5,AF8
F3,0.3409090909090909,0.22727272727272727,0.0,0.0,0.0,0.0,0.3409090909090909,0.09090909090909091
F7,0.34375,0.3125,0.0,0.0,0.0,0.0,0.34375,0.0
FC5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.3409090909090909,0.22727272727272727,0.0,0.0,0.0,0.0,0.3409090909090909,0.09090909090909091
AF8,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556
