,fusiform-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
fusiform-rh,0.13373493975903614,0.11626506024096385,0.12831325301204818,0.12831325301204818,0.11987951807228915,0.13192771084337349,0.11566265060240964,0.12590361445783133
inferiortemporal-rh,0.12953020134228188,0.12818791946308725,0.1268456375838926,0.12953020134228188,0.11812080536912752,0.12953020134228188,0.11342281879194631,0.12483221476510067
insula-rh,0.12122936824132043,0.10813887307911212,0.1371656232214001,0.11781445645987479,0.13033579965850883,0.12407512805919181,0.1263517359134889,0.13488901536710302
isthmuscingulate-rh,0.13164400494437578,0.11928306551297899,0.12793572311495674,0.13040791100123608,0.11928306551297899,0.13102595797280595,0.11495673671199011,0.12546353522867737
lateralorbitofrontal-rh,0.11719670200235571,0.10365135453474676,0.1348645465253239,0.11366313309776208,0.13957597173144876,0.12014134275618374,0.13663133097762073,0.13427561837455831
parahippocampal-rh,0.13043478260869565,0.11494937462775462,0.12983918999404406,0.1262656343061346,0.12150089338892198,0.13222156045265038,0.11733174508636093,0.12745681953543775
rostralanteriorcingulate-lh,0.11594202898550725,0.10205314009661835,0.13405797101449277,0.11231884057971014,0.14009661835748793,0.11896135265700483,0.14251207729468598,0.13405797101449277
transversetemporal-rh,0.12066974595842957,0.10739030023094688,0.13452655889145496,0.11720554272517321,0.13048498845265588,0.1235565819861432,0.12702078521939955,0.13914549653579678
