,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-rh,temporalpole-rh
frontalpole-lh,0.645320197044335,0.22660098522167488,0.009852216748768473,0.0,0.0960591133004926,0.012315270935960592,0.009852216748768473,0.0
frontalpole-rh,0.192,0.636,0.002,0.0,0.054,0.064,0.042,0.01
parahippocampal-rh,0.01171875,0.0078125,0.953125,0.0,0.0078125,0.01171875,0.0078125,0.0
parsopercularis-rh,0.0,0.0,0.0,0.7527272727272727,0.0,0.03636363636363636,0.18545454545454546,0.025454545454545455
parsorbitalis-lh,0.12009237875288684,0.06928406466512702,0.0023094688221709007,0.0,0.7367205542725174,0.006928406466512702,0.006928406466512702,0.057736720554272515
parsorbitalis-rh,0.01240694789081886,0.08188585607940446,0.007444168734491315,0.009925558312655087,0.004962779156327543,0.6823821339950372,0.18610421836228289,0.01488833746898263
parstriangularis-rh,0.014577259475218658,0.052478134110787174,0.0029154518950437317,0.10204081632653061,0.0058309037900874635,0.18658892128279883,0.6355685131195336,0.0
temporalpole-rh,0.0,0.02422145328719723,0.006920415224913495,0.03806228373702422,0.08650519031141868,0.01384083044982699,0.0,0.8304498269896193
