,caudalmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.32231404958677684,0.024793388429752067,0.1487603305785124,0.1487603305785124,0.1487603305785124,0.0,0.2066115702479339,0.0
superiorfrontal-lh,0.01639344262295082,0.26229508196721313,0.20491803278688525,0.16393442622950818,0.13934426229508196,0.0,0.21311475409836064,0.0
superiorparietal-lh,0.08994708994708994,0.13756613756613756,0.20634920634920634,0.17989417989417988,0.1693121693121693,0.0,0.21693121693121692,0.0
superiorparietal-rh,0.09239130434782608,0.11413043478260869,0.19021739130434784,0.23369565217391305,0.17391304347826086,0.0,0.1956521739130435,0.0
superiortemporal-lh,0.10559006211180125,0.11180124223602485,0.19254658385093168,0.19254658385093168,0.19254658385093168,0.0,0.20496894409937888,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.7252747252747253,0.0,0.27472527472527475
supramarginal-lh,0.11707317073170732,0.13170731707317074,0.1951219512195122,0.17073170731707318,0.15609756097560976,0.0,0.22926829268292684,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.5102040816326531,0.0,0.4897959183673469
