,FT9,TP10,T8,F8,AF7,F1,POz,FT8
FT9,0.35064935064935066,0.33116883116883117,0.0,0.0,0.3181818181818182,0.0,0.0,0.0
TP10,0.3422818791946309,0.33557046979865773,0.0,0.0,0.3221476510067114,0.0,0.0,0.0
T8,0.0,0.0,0.4166666666666667,0.08333333333333333,0.0,0.5,0.0,0.0
F8,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.0
AF7,0.3356164383561644,0.3356164383561644,0.0,0.0,0.3287671232876712,0.0,0.0,0.0
F1,0.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.5714285714285714,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
