,TP9,P7,O1,Oz,PO7,POz,CPz,TP8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.4330708661417323,0.29133858267716534,0.2755905511811024,0.0,0.0
PO7,0.0,0.0,0.0,0.34579439252336447,0.3364485981308411,0.3177570093457944,0.0,0.0
POz,0.0,0.0,0.0,0.33653846153846156,0.33653846153846156,0.3269230769230769,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
