,TP9,P7,O1,Oz,PO7,POz,CPz,TP8
TP9,0.4392523364485981,0.0,0.27102803738317754,0.2897196261682243,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.3411764705882353,0.0,0.32941176470588235,0.32941176470588235,0.0,0.0,0.0,0.0
Oz,0.34444444444444444,0.0,0.32222222222222224,0.3333333333333333,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
