,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.41836734693877553,0.1326530612244898,0.40816326530612246,0.04081632653061224,0.0,0.0,0.0,0.0
frontalpole-rh,0.2653061224489796,0.3469387755102041,0.2653061224489796,0.12244897959183673,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.34146341463414637,0.10569105691056911,0.5284552845528455,0.024390243902439025,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.03076923076923077,0.09230769230769231,0.0,0.8769230769230769,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.0,0.2916666666666667
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.02857142857142857,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.896551724137931
