,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.4971209213051823,0.09980806142034548,0.21305182341650672,0.05758157389635317,0.0019193857965451055,0.04990403071017274,0.0,0.08061420345489444
frontalpole-rh,0.0625,0.5892857142857143,0.05357142857142857,0.022321428571428572,0.10119047619047619,0.1488095238095238,0.004464285714285714,0.017857142857142856
medialorbitofrontal-lh,0.2139917695473251,0.07407407407407407,0.5246913580246914,0.08436213991769548,0.006172839506172839,0.07613168724279835,0.0205761316872428,0.0
parsorbitalis-lh,0.095,0.0375,0.1,0.715,0.0,0.035,0.0075,0.01
parsorbitalis-rh,0.0,0.10894941634241245,0.0019455252918287938,0.0,0.7723735408560312,0.08560311284046693,0.0,0.0311284046692607
rostralanteriorcingulate-rh,0.02575107296137339,0.1459227467811159,0.04721030042918455,0.031473533619456366,0.07010014306151645,0.6466380543633763,0.02861230329041488,0.004291845493562232
temporalpole-lh,0.0,0.002145922746781116,0.017167381974248927,0.006437768240343348,0.0,0.0407725321888412,0.9206008583690987,0.012875536480686695
temporalpole-rh,0.07665505226480836,0.027874564459930314,0.0,0.003484320557491289,0.03484320557491289,0.012195121951219513,0.006968641114982578,0.837979094076655
