,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,P1,P5,PO7,POz,PO4,PO8,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.035,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.015,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.04,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.04,0.025,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.02
F3,0.0,0.05958549222797927,0.0,0.0,0.0,0.0,0.06217616580310881,0.0,0.0,0.0,0.054404145077720206,0.04922279792746114,0.0,0.04922279792746114,0.0,0.0,0.0,0.0,0.007772020725388601,0.0,0.046632124352331605,0.06217616580310881,0.0,0.023316062176165803,0.04404145077720207,0.04922279792746114,0.0,0.0,0.0,0.0,0.06217616580310881,0.0,0.05181347150259067,0.0,0.06217616580310881,0.0,0.0,0.0,0.0,0.05181347150259067,0.06217616580310881,0.0,0.0,0.06217616580310881,0.0,0.0,0.0,0.0,0.06217616580310881,0.0,0.038860103626943004,0.0,0.0,0.038860103626943004,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.08,0.0,0.02666666666666667,0.0,0.0,0.08,0.0,0.06666666666666667,0.0,0.0,0.08,0.0,0.0,0.0,0.02666666666666667,0.0,0.02666666666666667,0.0,0.08,0.013333333333333334,0.0,0.08,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.015151515151515152,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.02813852813852814,0.0,0.006493506493506494,0.0,0.0,0.030303030303030304,0.004329004329004329,0.017316017316017316,0.06277056277056277,0.06060606060606061,0.012987012987012988,0.004329004329004329,0.030303030303030304,0.0,0.0,0.021645021645021644,0.0021645021645021645,0.0,0.0,0.0,0.02813852813852814,0.0,0.023809523809523808,0.0,0.05194805194805195,0.0,0.0367965367965368,0.0,0.030303030303030304,0.0,0.045454545454545456,0.06277056277056277,0.0,0.0,0.01948051948051948,0.023809523809523808,0.0,0.06493506493506493,0.06493506493506493,0.030303030303030304,0.05844155844155844,0.0,0.0,0.0021645021645021645,0.06493506493506493,0.025974025974025976,0.0,0.0,0.008658008658008658
C3,0.0,0.05647058823529412,0.0,0.0,0.0,0.0,0.06588235294117648,0.0,0.0,0.0,0.058823529411764705,0.05411764705882353,0.0,0.047058823529411764,0.0,0.0,0.0,0.0,0.009411764705882352,0.0,0.04470588235294118,0.058823529411764705,0.0,0.023529411764705882,0.04941176470588235,0.04470588235294118,0.0,0.0,0.0,0.0,0.05647058823529412,0.0,0.04941176470588235,0.0,0.0611764705882353,0.0,0.0,0.0,0.0,0.04941176470588235,0.0611764705882353,0.0,0.002352941176470588,0.06588235294117648,0.0,0.0,0.0,0.0,0.06588235294117648,0.0,0.03764705882352941,0.0,0.0,0.03764705882352941,0.0,0.0
T7,0.022292993630573247,0.0,0.0,0.0,0.0,0.041401273885350316,0.0,0.041401273885350316,0.0,0.009554140127388535,0.0,0.0,0.044585987261146494,0.006369426751592357,0.025477707006369428,0.041401273885350316,0.044585987261146494,0.01910828025477707,0.006369426751592357,0.044585987261146494,0.0,0.0,0.022292993630573247,0.0031847133757961785,0.0,0.0,0.0,0.041401273885350316,0.0,0.03503184713375796,0.0,0.044585987261146494,0.0,0.044585987261146494,0.0,0.044585987261146494,0.0,0.044585987261146494,0.041401273885350316,0.0,0.0,0.028662420382165606,0.03503184713375796,0.0,0.044585987261146494,0.044585987261146494,0.044585987261146494,0.03503184713375796,0.0,0.0,0.0031847133757961785,0.044585987261146494,0.03821656050955414,0.0,0.0,0.012738853503184714
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.028846153846153848,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464,0.009615384615384616,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464
