,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,P1,P5,PO7,POz,PO4,PO8,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.09028006589785832,0.0385502471169687,0.016474464579901153,0.0,0.009225700164744647,0.019769357495881382,0.017792421746293245,0.022405271828665568,0.013179571663920923,0.0,0.01614497528830313,0.030971993410214168,0.011532125205930808,0.02701812191103789,0.02899505766062603,0.009555189456342669,0.022075782537067545,0.013838550247116969,0.027677100494233938,0.019769357495881382,0.005601317957166392,0.012520593080724876,0.02899505766062603,0.014827018121911038,0.018121911037891267,0.027347611202635916,0.012520593080724876,0.021087314662273475,0.009884678747940691,0.009225700164744647,0.007578253706754531,0.003953871499176277,0.010873146622734762,0.016803953871499175,0.018121911037891267,0.03459637561779242,0.012850082372322899,0.029983525535420098,0.045799011532125206,0.0171334431630972,0.023064250411861616,0.028336079077429983,0.012850082372322899,0.0,0.019110378912685338,0.02438220757825371,0.015815485996705108,0.013509060955518945,0.0029654036243822075,0.032619439868204286,0.006589785831960461,0.007907742998352554,0.012191103789126854,0.007578253706754531,0.0,0.0
F3,0.030350194552529183,0.08378728923476005,0.025680933852140077,0.014267185473411154,0.004928664072632944,0.02775616083009079,0.005188067444876783,0.02178988326848249,0.012191958495460441,0.014526588845654994,0.012191958495460441,0.02827496757457847,0.01582360570687419,0.013229571984435798,0.023346303501945526,0.024902723735408562,0.03138780804150454,0.021271076523994813,0.01556420233463035,0.0,0.02153047989623865,0.0,0.024902723735408562,0.010376134889753566,0.019714656290531776,0.005706874189364461,0.019974059662775615,0.032166018158236054,0.00959792477302205,0.00648508430609598,0.01297016861219196,0.0031128404669260703,0.01582360570687419,0.0,0.022568093385214007,0.019455252918287938,0.023346303501945526,0.03527885862516213,0.023086900129701687,0.007263294422827497,0.017120622568093387,0.014526588845654994,0.01634241245136187,0.008819714656290532,0.023346303501945526,0.011673151750972763,0.020492866407263294,0.022568093385214007,0.020492866407263294,0.03372243839169909,0.017639429312581063,0.010116731517509728,0.008300907911802853,0.010376134889753566,0.011673151750972763,0.01297016861219196
F7,0.01773180642777983,0.0365718507572959,0.08865903213889915,0.029922423346878464,0.02031769486516439,0.02031769486516439,0.005910602142593277,0.01810121906169191,0.0,0.019578869597340228,0.019578869597340228,0.029553010712966385,0.009974141115626155,0.0025858884373845584,0.016623568526043592,0.011451791651274473,0.03694126339120798,0.01773180642777983,0.030291835980790542,0.009235315847801994,0.01588474325821943,0.03176948651643886,0.039157739194680456,0.014776505356483192,0.009604728481714075,0.019578869597340228,0.01773180642777983,0.03952715182859254,0.0033247137052087182,0.022534170668636867,0.0,0.0,0.01994828223125231,0.0,0.0,0.028075360177318064,0.012560029553010712,0.01588474325821943,0.01884004432951607,0.01773180642777983,0.033247137052087185,0.005910602142593277,0.0,0.008865903213889916,0.016623568526043592,0.021425932766900628,0.01810121906169191,0.01994828223125231,0.009604728481714075,0.02216475803472479,0.01847063169560399,0.011451791651274473,0.009604728481714075,0.0033247137052087182,0.027705947543405985,0.005541189508681197
FT9,0.0,0.02386024712398807,0.034512143161482746,0.09373668512995313,0.022155943757988922,0.016616957818491693,0.008521516829995739,0.0,0.023434171282488283,0.02684277801448658,0.006391137622496805,0.016190881976991905,0.02258201959948871,0.021729867916489135,0.0195994887089902,0.009373668512995313,0.02684277801448658,0.02386024712398807,0.014912654452492544,0.017043033659991477,0.024712398806987643,0.01278227524499361,0.027694929697486152,0.009373668512995313,0.024286322965487855,0.0,0.002982530890498509,0.03067746058798466,0.008521516829995739,0.035790370685982106,0.0,0.016190881976991905,0.017895185342991053,0.0,0.028547081380485728,0.0,0.014486578610992756,0.02258201959948871,0.01533873029399233,0.028973157221985513,0.0,0.007243289305496378,0.020451640391989774,0.018321261184490838,0.0,0.013634426927993182,0.013208351086493396,0.021303792074989347,0.033233915636983385,0.026416702172986792,0.030251384746484873,0.02258201959948871,0.017043033659991477,0.0,0.013208351086493396,0.01406050276949297
FC5,0.013345195729537367,0.008451957295373666,0.025355871886120998,0.02224199288256228,0.10720640569395018,0.010231316725978648,0.027135231316725978,0.021352313167259787,0.010231316725978648,0.022686832740213523,0.017793594306049824,0.005782918149466192,0.017348754448398576,0.02001779359430605,0.03113879003558719,0.002224199288256228,0.015569395017793594,0.0,0.029359430604982206,0.03558718861209965,0.018238434163701068,0.041370106761565835,0.013790035587188613,0.013345195729537367,0.005782918149466192,0.020462633451957295,0.015569395017793594,0.019572953736654804,0.0,0.017348754448398576,0.014679715302491103,0.026245551601423486,0.018683274021352312,0.03336298932384341,0.0,0.0,0.018238434163701068,0.0,0.0,0.03692170818505338,0.0,0.015569395017793594,0.015569395017793594,0.012455516014234875,0.0,0.014679715302491103,0.0,0.010231316725978648,0.024466192170818506,0.01912811387900356,0.027135231316725978,0.025355871886120998,0.033807829181494664,0.0,0.026690391459074734,0.018238434163701068
FC1,0.02184200946487077,0.04040771751001092,0.02074990899162723,0.014197306152166,0.008736803785948308,0.08846013833272662,0.02074990899162723,0.019293775027302514,0.014925373134328358,0.02002184200946487,0.008736803785948308,0.044048052420822714,0.010921004732435385,0.014925373134328358,0.019293775027302514,0.010192937750273025,0.04368401892974154,0.04149981798325446,0.01892974153622133,0.0,0.02002184200946487,0.0,0.028030578813250818,0.01892974153622133,0.01346923917000364,0.0,0.009464870768110666,0.025118310884601383,0.036039315617036764,0.032398980706224975,0.023662176920276664,0.017109574080815437,0.0,0.0,0.021477975973789587,0.009100837277029487,0.0,0.029850746268656716,0.0,0.0,0.022934109938114306,0.02038587550054605,0.008008736803785948,0.012741172187841281,0.0,0.0,0.01892974153622133,0.012741172187841281,0.03494721514379323,0.015653440116490717,0.015289406625409537,0.010556971241354204,0.019657808518383692,0.02693847834000728,0.009464870768110666,0.005460502366217692
C3,0.021497405485544848,0.00815418828762046,0.005930318754633061,0.007412898443291327,0.02260934025203855,0.021497405485544848,0.09266123054114159,0.03261675315048184,0.02001482579688658,0.00407709414381023,0.0,0.032987398072646404,0.0340993328391401,0.017790956263899184,0.01704966641957005,0.0,0.020385470719051148,0.021497405485544848,0.02631578947368421,0.011489992587101558,0.03150481838398814,0.0,0.01223128243143069,0.024091919940696812,0.018902891030392884,0.02335063009636768,0.01816160118606375,0.013343217197924388,0.04373610081541883,0.011489992587101558,0.027057079318013343,0.004818383988139363,0.0,0.026686434395848776,0.0,0.010748702742772424,0.011489992587101558,0.005189028910303929,0.025945144551519646,0.01630837657524092,0.01223128243143069,0.0385470719051149,0.03187546330615271,0.041882876204596,0.009266123054114159,0.009636767976278725,0.0,0.005189028910303929,0.009636767976278725,0.007042253521126761,0.024091919940696812,0.005559673832468495,0.01000741289844329,0.020756115641215715,0.00815418828762046,0.022979985174203115
T7,0.028368794326241134,0.037129745515227366,0.020859407592824362,0.0,0.02002503128911139,0.022110972048393827,0.035878181059657906,0.07342511472674176,0.007509386733416771,0.014184397163120567,0.0050062578222778474,0.026282853566958697,0.03087192323738006,0.0196078431372549,0.016687526074259492,0.019190654985398414,0.03546099290780142,0.026282853566958697,0.008760951188986232,0.0050062578222778474,0.03128911138923655,0.0,0.01835627868168544,0.016687526074259492,0.007509386733416771,0.020859407592824362,0.03212348769294952,0.024614100959532748,0.014601585314977055,0.009595327492699207,0.007509386733416771,0.005840634125990822,0.008760951188986232,0.01543596161869003,0.0,0.011681268251981644,0.023779724655819776,0.0070921985815602835,0.0,0.02127659574468085,0.0196078431372549,0.03546099290780142,0.025031289111389236,0.01877346683354193,0.0,0.007509386733416771,0.007509386733416771,0.013350020859407593,0.007509386733416771,0.024196912807676264,0.014601585314977055,0.02002503128911139,0.022110972048393827,0.017104714226115977,0.016270337922403004,0.02127659574468085
TP9,0.010111223458038422,0.011375126390293226,0.0,0.013902932254802831,0.006572295247724975,0.009858442871587462,0.01314459049544995,0.00455005055611729,0.08114256825075834,0.015672396359959553,0.018958543983822043,0.0002527805864509606,0.014155712841253791,0.015166835187057633,0.010869565217391304,0.029575328614762385,0.0,0.028058645096056625,0.00455005055611729,0.023255813953488372,0.021739130434782608,0.012133468149646108,0.01314459049544995,0.02199191102123357,0.033367037411526794,0.015672396359959553,0.00884732052578362,0.008088978766430738,0.019211324570273004,0.030333670374115267,0.03918099089989889,0.016430738119312435,0.012133468149646108,0.007077856420626896,0.025278058645096056,0.02578361981799798,0.02654196157735086,0.029828109201213347,0.024519716885743174,0.016177957532861477,0.016177957532861477,0.024519716885743174,0.019211324570273004,0.019969666329625886,0.0,0.028564206268958545,0.00910010111223458,0.010869565217391304,0.03185035389282103,0.010869565217391304,0.011375126390293226,0.018452982810920122,0.007330637007077857,0.034378159757330634,0.006572295247724975,0.03210313447927199
CP5,0.0,0.019965576592082618,0.0189328743545611,0.022375215146299483,0.016867469879518072,0.01927710843373494,0.0037865748709122204,0.0117039586919105,0.02134251290877797,0.08950086058519793,0.0051635111876075735,0.006540447504302926,0.022030981067125647,0.008605851979345954,0.024440619621342512,0.017900172117039585,0.011359724612736662,0.04509466437177281,0.0,0.010327022375215147,0.033734939759036145,0.012736660929432014,0.010327022375215147,0.0306368330464716,0.0037865748709122204,0.0037865748709122204,0.027194492254733218,0.012392426850258176,0.011015490533562823,0.022375215146299483,0.016867469879518072,0.027882960413080894,0.01927710843373494,0.029948364888123923,0.013080895008605853,0.0037865748709122204,0.02099827882960413,0.00585197934595525,0.004819277108433735,0.028227194492254734,0.00034423407917383823,0.02512908777969019,0.009982788296041309,0.022030981067125647,0.0,0.0,0.010671256454388985,0.010327022375215147,0.01755593803786575,0.02512908777969019,0.01927710843373494,0.03648881239242685,0.027194492254733218,0.01342512908777969,0.026161790017211705,0.0423407917383821
