,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.07887700534759358,0.0,0.0427807486631016,0.0,0.0,0.02807486631016043,0.0,0.0,0.0,0.0,0.04946524064171123,0.06684491978609626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481283422459893,0.04411764705882353,0.01871657754010695,0.0,0.0,0.0,0.0,0.0,0.08021390374331551,0.04144385026737968,0.029411764705882353,0.0481283422459893,0.0,0.0,0.0,0.0,0.0,0.05213903743315508,0.07352941176470588,0.0,0.0,0.06149732620320856,0.0,0.04946524064171123,0.0,0.04144385026737968,0.0,0.0,0.0,0.0,0.0,0.0427807486631016,0.04144385026737968,0.0,0.0053475935828877,0.0,0.02540106951871658,0.03074866310160428,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.05641025641025641,0.0,0.0547008547008547,0.0,0.0,0.02905982905982906,0.0,0.0,0.0,0.0,0.05641025641025641,0.05641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04786324786324787,0.0547008547008547,0.010256410256410256,0.0,0.0,0.0,0.0,0.0,0.05641025641025641,0.05299145299145299,0.02905982905982906,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.05641025641025641,0.05641025641025641,0.0,0.0,0.05299145299145299,0.0,0.0547008547008547,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0547008547008547,0.05299145299145299,0.0,0.006837606837606838,0.0,0.018803418803418803,0.039316239316239315,0.0,0.0
FT9,0.0,0.0,0.0,0.04946236559139785,0.0,0.0,0.05161290322580645,0.05161290322580645,0.05161290322580645,0.0,0.0,0.0,0.04946236559139785,0.021505376344086023,0.0,0.04086021505376344,0.0,0.0,0.0,0.0,0.05161290322580645,0.05161290322580645,0.0,0.0,0.0,0.043010752688172046,0.0,0.047311827956989246,0.0,0.025806451612903226,0.0,0.0,0.0,0.0,0.05161290322580645,0.05161290322580645,0.0,0.0,0.0,0.0,0.0,0.034408602150537634,0.0,0.0,0.03870967741935484,0.0,0.04516129032258064,0.0,0.03870967741935484,0.0,0.0,0.03870967741935484,0.0,0.0,0.0,0.03870967741935484,0.025806451612903226,0.04946236559139785,0.0,0.0,0.05161290322580645,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.05570291777188329,0.0,0.03978779840848806,0.0,0.0,0.05305039787798409,0.0,0.0,0.0,0.0,0.05305039787798409,0.05570291777188329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05570291777188329,0.04509283819628647,0.029177718832891247,0.0,0.0,0.0,0.0,0.0,0.05570291777188329,0.03713527851458886,0.05570291777188329,0.05570291777188329,0.0,0.0,0.0,0.0,0.0,0.05570291777188329,0.05570291777188329,0.0,0.0,0.05570291777188329,0.0,0.05570291777188329,0.0,0.04509283819628647,0.0,0.0,0.0,0.0,0.0,0.03978779840848806,0.042440318302387266,0.0,0.0,0.0,0.042440318302387266,0.015915119363395226,0.0,0.0
C3,0.0,0.0,0.0,0.038338658146964855,0.0,0.0,0.052715654952076675,0.04952076677316294,0.051118210862619806,0.0,0.0,0.0,0.04952076677316294,0.019169329073482427,0.0,0.04313099041533546,0.0,0.0,0.0,0.0,0.054313099041533544,0.04313099041533546,0.0,0.0,0.0,0.04472843450479233,0.0,0.04792332268370607,0.0,0.03194888178913738,0.0,0.0,0.0,0.0,0.054313099041533544,0.054313099041533544,0.0,0.0,0.0,0.0,0.0,0.038338658146964855,0.0,0.0,0.04153354632587859,0.0,0.0463258785942492,0.0,0.04153354632587859,0.0,0.0,0.03354632587859425,0.0,0.0,0.0,0.038338658146964855,0.022364217252396165,0.04952076677316294,0.0,0.0,0.054313099041533544,0.0
T7,0.0,0.0,0.0,0.04262877442273535,0.0,0.0,0.05150976909413854,0.05328596802841918,0.0497335701598579,0.0,0.0,0.0,0.047957371225577264,0.021314387211367674,0.0,0.04085257548845471,0.0,0.0,0.0,0.0,0.05328596802841918,0.0497335701598579,0.0,0.0,0.0,0.04262877442273535,0.0,0.046181172291296625,0.0,0.028419182948490232,0.0,0.0,0.0,0.0,0.055062166962699825,0.05328596802841918,0.0,0.0,0.0,0.0,0.0,0.035523978685612786,0.0,0.0,0.03907637655417407,0.0,0.04440497335701599,0.0,0.03907637655417407,0.0,0.0,0.037300177619893425,0.0,0.0,0.0,0.03907637655417407,0.02664298401420959,0.047957371225577264,0.0,0.0,0.055062166962699825,0.0
TP9,0.0,0.0,0.0,0.03488372093023256,0.0,0.0,0.04941860465116279,0.0436046511627907,0.055232558139534885,0.0,0.0,0.0,0.04505813953488372,0.01744186046511628,0.0,0.0436046511627907,0.0,0.0,0.0,0.0,0.05377906976744186,0.0377906976744186,0.0,0.0,0.0,0.04941860465116279,0.0,0.05232558139534884,0.0,0.0377906976744186,0.0,0.0,0.0,0.0,0.056686046511627904,0.056686046511627904,0.0,0.0,0.0,0.0,0.0,0.04215116279069767,0.0,0.0,0.046511627906976744,0.0,0.050872093023255814,0.0,0.04215116279069767,0.0,0.0,0.030523255813953487,0.0,0.0,0.0,0.03488372093023256,0.0188953488372093,0.046511627906976744,0.0,0.0,0.05377906976744186,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
