,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.07571288102261553,0.04031465093411996,0.0,0.04129793510324484,0.0,0.03933136676499508,0.0,0.0,0.038348082595870206,0.032448377581120944,0.0,0.0,0.0,0.0,0.04129793510324484,0.04031465093411996,0.029498525073746312,0.04031465093411996,0.0,0.0,0.0,0.0,0.0,0.03146509341199607,0.014749262536873156,0.0,0.0727630285152409,0.0688298918387414,0.0,0.00688298918387414,0.0,0.03736479842674533,0.0,0.03146509341199607,0.0,0.0,0.032448377581120944,0.0,0.021632251720747297,0.03638151425762045,0.038348082595870206,0.0,0.03736479842674533,0.0,0.014749262536873156,0.0,0.003933136676499509,0.0,0.007866273352999017,0.0,0.03638151425762045,0.0,0.02753195673549656,0.0,0.03343166175024582,0.024582104228121928,0.0029498525073746312,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.04666666666666667,0.04555555555555556,0.0,0.04555555555555556,0.0,0.044444444444444446,0.0,0.0,0.043333333333333335,0.03666666666666667,0.0,0.0,0.0,0.0,0.044444444444444446,0.042222222222222223,0.028888888888888888,0.04555555555555556,0.0,0.0,0.0,0.0,0.0,0.035555555555555556,0.016666666666666666,0.0,0.04666666666666667,0.04555555555555556,0.0,0.0033333333333333335,0.0,0.042222222222222223,0.0,0.035555555555555556,0.0,0.0,0.03666666666666667,0.0,0.024444444444444446,0.04111111111111111,0.043333333333333335,0.0,0.042222222222222223,0.0,0.016666666666666666,0.0,0.0044444444444444444,0.0,0.008888888888888889,0.0,0.04111111111111111,0.0,0.02666666666666667,0.0,0.03777777777777778,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0512396694214876,0.0,0.05289256198347107,0.0,0.047933884297520664,0.05289256198347107,0.0,0.0,0.0,0.0,0.04297520661157025,0.05289256198347107,0.0,0.0,0.0,0.0,0.05289256198347107,0.0,0.04628099173553719,0.0,0.0512396694214876,0.0,0.011570247933884297,0.0,0.0,0.0,0.05289256198347107,0.01818181818181818,0.0,0.0,0.05289256198347107,0.0,0.05289256198347107,0.05289256198347107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05289256198347107,0.0049586776859504135,0.04628099173553719,0.0,0.05289256198347107,0.0,0.0,0.0,0.05289256198347107,0.0,0.0,0.04462809917355372,0.0,0.0,0.0,0.0,0.05289256198347107
FT9,0.0,0.047244094488188976,0.043869516310461196,0.0,0.04611923509561305,0.0,0.04274465691788527,0.0,0.0,0.043869516310461196,0.03487064116985377,0.0,0.0,0.0,0.0,0.047244094488188976,0.04499437570303712,0.031496062992125984,0.04499437570303712,0.0,0.0,0.0,0.0,0.0,0.0359955005624297,0.014623172103487065,0.0,0.047244094488188976,0.047244094488188976,0.0,0.00562429696287964,0.0,0.04049493813273341,0.0,0.03374578177727784,0.0,0.0,0.0359955005624297,0.0,0.024746906636670417,0.04161979752530934,0.04274465691788527,0.0,0.04274465691788527,0.0,0.014623172103487065,0.0,0.0022497187851518562,0.0,0.008998875140607425,0.0,0.03937007874015748,0.0,0.02924634420697413,0.0,0.0359955005624297,0.0281214848143982,0.0011248593925759281,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.03959131545338442,0.0,0.06002554278416347,0.0,0.04342273307790549,0.04725415070242656,0.0,0.0,0.0,0.0,0.035759897828863345,0.06257982120051085,0.0,0.0,0.0,0.0,0.06257982120051085,0.0,0.04469987228607918,0.0,0.03959131545338442,0.0,0.017879948914431672,0.0,0.0,0.0,0.06257982120051085,0.0140485312899106,0.0,0.0,0.04342273307790549,0.0,0.04853128991060025,0.06257982120051085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421455938697318,0.01277139208173691,0.03959131545338442,0.0,0.06257982120051085,0.0,0.0,0.0,0.06130268199233716,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06257982120051085
FC1,0.0,0.04617117117117117,0.04617117117117117,0.0,0.04504504504504504,0.0,0.04504504504504504,0.0,0.0,0.04279279279279279,0.037162162162162164,0.0,0.0,0.0,0.0,0.04391891891891892,0.041666666666666664,0.028153153153153154,0.04504504504504504,0.0,0.0,0.0,0.0,0.0,0.036036036036036036,0.016891891891891893,0.0,0.04617117117117117,0.04504504504504504,0.0,0.0022522522522522522,0.0,0.04279279279279279,0.0,0.036036036036036036,0.0,0.0,0.037162162162162164,0.0,0.024774774774774775,0.041666666666666664,0.04391891891891892,0.0,0.041666666666666664,0.0,0.016891891891891893,0.0,0.0045045045045045045,0.0,0.009009009009009009,0.0,0.041666666666666664,0.0,0.0259009009009009,0.0,0.038288288288288286,0.028153153153153154,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.04313099041533546,0.0,0.054313099041533544,0.0,0.052715654952076675,0.052715654952076675,0.0,0.0,0.0,0.0,0.04472843450479233,0.054313099041533544,0.0,0.0,0.0,0.0,0.054313099041533544,0.0,0.054313099041533544,0.0,0.04313099041533546,0.0,0.020766773162939296,0.0,0.0,0.0,0.054313099041533544,0.011182108626198083,0.0,0.0,0.04792332268370607,0.0,0.04792332268370607,0.054313099041533544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463258785942492,0.01437699680511182,0.04952076677316294,0.0,0.054313099041533544,0.0,0.0,0.0,0.054313099041533544,0.0,0.0,0.036741214057507986,0.0,0.0,0.0,0.0,0.054313099041533544
T7,0.0,0.0,0.0,0.0453257790368272,0.0,0.05524079320113314,0.0,0.04815864022662889,0.053824362606232294,0.0,0.0,0.0,0.0,0.039660056657223795,0.05524079320113314,0.0,0.0,0.0,0.0,0.053824362606232294,0.0,0.04815864022662889,0.0,0.0453257790368272,0.0,0.018413597733711047,0.0,0.0,0.0,0.05524079320113314,0.0169971671388102,0.0,0.0,0.049575070821529746,0.0,0.049575070821529746,0.05524079320113314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04815864022662889,0.012747875354107648,0.043909348441926344,0.0,0.05524079320113314,0.0,0.0,0.0,0.05524079320113314,0.0,0.0,0.039660056657223795,0.0,0.0,0.0,0.0,0.05524079320113314
TP9,0.0,0.04631828978622328,0.043942992874109264,0.0,0.04631828978622328,0.0,0.04275534441805225,0.0,0.0,0.04513064133016627,0.0344418052256532,0.0,0.0,0.0,0.0,0.04631828978622328,0.04631828978622328,0.032066508313539195,0.04513064133016627,0.0,0.0,0.0,0.0,0.0,0.03800475059382423,0.013064133016627079,0.0,0.04631828978622328,0.04631828978622328,0.0,0.004750593824228029,0.0,0.040380047505938245,0.0,0.0332541567695962,0.0,0.0,0.035629453681710214,0.0,0.026128266033254157,0.04275534441805225,0.04275534441805225,0.0,0.04513064133016627,0.0,0.013064133016627079,0.0,0.0,0.0,0.009501187648456057,0.0,0.039192399049881234,0.0,0.029691211401425176,0.0,0.035629453681710214,0.029691211401425176,0.0,0.0,0.0,0.0,0.0,0.0
