,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.14,0.125,0.125,0.13,0.135,0.13,0.08,0.135
parsopercularis-lh,0.12626262626262627,0.14646464646464646,0.12626262626262627,0.1414141414141414,0.12626262626262627,0.12626262626262627,0.08080808080808081,0.12626262626262627
parstriangularis-rh,0.08823529411764706,0.08455882352941177,0.2536764705882353,0.15808823529411764,0.09191176470588236,0.125,0.10661764705882353,0.09191176470588236
precentral-rh,0.1,0.10833333333333334,0.175,0.18333333333333332,0.10416666666666667,0.1,0.12083333333333333,0.10833333333333334
superiorfrontal-rh,0.1306532663316583,0.12562814070351758,0.12562814070351758,0.1306532663316583,0.135678391959799,0.1306532663316583,0.08040201005025126,0.1407035175879397
superiortemporal-lh,0.11627906976744186,0.11162790697674418,0.16279069767441862,0.12093023255813953,0.12093023255813953,0.17209302325581396,0.07441860465116279,0.12093023255813953
superiortemporal-rh,0.08791208791208792,0.08791208791208792,0.15934065934065933,0.15934065934065933,0.08791208791208792,0.08791208791208792,0.24175824175824176,0.08791208791208792
supramarginal-lh,0.13170731707317074,0.12195121951219512,0.12195121951219512,0.12682926829268293,0.13658536585365855,0.12682926829268293,0.07804878048780488,0.15609756097560976
