,bankssts-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,parahippocampal-lh,parahippocampal-rh,posteriorcingulate-rh,temporalpole-rh
bankssts-lh,0.8471337579617835,0.0,0.0,0.0,0.15286624203821655,0.0,0.0,0.0
frontalpole-lh,0.0,0.7394736842105263,0.21842105263157896,0.0,0.0,0.0,0.042105263157894736,0.0
frontalpole-rh,0.0,0.1771058315334773,0.7818574514038877,0.004319654427645789,0.0,0.008639308855291577,0.01079913606911447,0.017278617710583154
inferiortemporal-lh,0.005434782608695652,0.0,0.021739130434782608,0.6141304347826086,0.33152173913043476,0.0,0.0,0.02717391304347826
parahippocampal-lh,0.04633204633204633,0.0,0.0,0.3127413127413127,0.6216216216216216,0.019305019305019305,0.0,0.0
parahippocampal-rh,0.0,0.0,0.014598540145985401,0.0,0.014598540145985401,0.8759124087591241,0.0,0.0948905109489051
posteriorcingulate-rh,0.0,0.1005586592178771,0.0446927374301676,0.0,0.0,0.0,0.8547486033519553,0.0
temporalpole-rh,0.0,0.0,0.053475935828877004,0.0213903743315508,0.0,0.1657754010695187,0.0,0.7593582887700535
