,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,transversetemporal-rh
frontalpole-lh,0.2576419213973799,0.08951965065502183,0.1091703056768559,0.15065502183406113,0.12882096069868995,0.14847161572052403,0.10262008733624454,0.013100436681222707
frontalpole-rh,0.08459214501510574,0.31722054380664655,0.03927492447129909,0.11178247734138973,0.06042296072507553,0.09667673716012085,0.17522658610271905,0.1148036253776435
isthmuscingulate-rh,0.17318435754189945,0.06424581005586592,0.1871508379888268,0.14804469273743018,0.18994413407821228,0.15083798882681565,0.08659217877094973,0.0
lateralorbitofrontal-lh,0.1446700507614213,0.12436548223350254,0.10406091370558376,0.1700507614213198,0.12690355329949238,0.15736040609137056,0.1446700507614213,0.027918781725888325
parahippocampal-rh,0.17721518987341772,0.0810126582278481,0.14430379746835442,0.1569620253164557,0.17215189873417722,0.15949367088607594,0.10126582278481013,0.007594936708860759
parsorbitalis-lh,0.14609571788413098,0.11083123425692695,0.10579345088161209,0.1712846347607053,0.12846347607052896,0.18639798488664988,0.1309823677581864,0.020151133501259445
rostralanteriorcingulate-lh,0.10028653295128939,0.1977077363896848,0.054441260744985676,0.12893982808022922,0.08022922636103152,0.11461318051575932,0.23209169054441262,0.09169054441260745
transversetemporal-rh,0.008403361344537815,0.2184873949579832,0.01680672268907563,0.03361344537815126,0.0,0.01680672268907563,0.16806722689075632,0.5378151260504201
