,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.43609550561797755,0.24719101123595505,0.0,0.1404494382022472,0.04985955056179775,0.0,0.09199438202247191,0.03441011235955056
frontalpole-rh,0.23331130204890946,0.34434897554527427,0.0,0.17184401850627892,0.038334434897554524,0.0,0.16192994051553206,0.05023132848645076
isthmuscingulate-rh,0.0,0.0,0.5748730964467005,0.0,0.16751269035532995,0.25761421319796957,0.0,0.0
medialorbitofrontal-lh,0.1487603305785124,0.20285499624342598,0.0,0.38467317806160783,0.033809166040571,0.0,0.1487603305785124,0.0811419984973704
parahippocampal-lh,0.06920077972709551,0.056530214424951264,0.12475633528265107,0.03996101364522417,0.5867446393762183,0.06432748538011696,0.05847953216374269,0.0
parahippocampal-rh,0.0,0.0,0.31490015360983103,0.0,0.10752688172043011,0.5775729646697388,0.0,0.0
rostralanteriorcingulate-rh,0.11495176848874598,0.20337620578778134,0.0,0.15032154340836013,0.05064308681672026,0.0,0.39228295819935693,0.08842443729903537
temporalpole-rh,0.05005561735261402,0.09121245828698554,0.0,0.12458286985539488,0.0,0.0,0.12124582869855395,0.6129032258064516
