,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.27564102564102566,0.08333333333333333,0.04487179487179487,0.14102564102564102,0.17307692307692307,0.15384615384615385,0.04487179487179487,0.08333333333333333
parsopercularis-lh,0.22058823529411764,0.29411764705882354,0.014705882352941176,0.07352941176470588,0.07352941176470588,0.22058823529411764,0.058823529411764705,0.04411764705882353
rostralmiddlefrontal-rh,0.1702127659574468,0.06382978723404255,0.2978723404255319,0.0,0.19148936170212766,0.0,0.10638297872340426,0.1702127659574468
superiorparietal-lh,0.22857142857142856,0.06666666666666667,0.009523809523809525,0.34285714285714286,0.1619047619047619,0.14285714285714285,0.01904761904761905,0.02857142857142857
superiorparietal-rh,0.23333333333333334,0.05,0.075,0.14166666666666666,0.26666666666666666,0.11666666666666667,0.03333333333333333,0.08333333333333333
superiortemporal-lh,0.25,0.14,0.01,0.14,0.14,0.25,0.03,0.04
superiortemporal-rh,0.2,0.13333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.08888888888888889,0.17777777777777778,0.17777777777777778
supramarginal-rh,0.23880597014925373,0.05970149253731343,0.1044776119402985,0.029850746268656716,0.1791044776119403,0.08955223880597014,0.1044776119402985,0.19402985074626866
