,frontalpole-lh,frontalpole-rh,paracentral-lh,parahippocampal-lh,posteriorcingulate-lh,posteriorcingulate-rh,precuneus-rh,superiorparietal-rh
frontalpole-lh,0.125,0.125,0.140625,0.125,0.125,0.09375,0.125,0.140625
frontalpole-rh,0.125,0.125,0.140625,0.125,0.125,0.09375,0.125,0.140625
paracentral-lh,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.15,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.13333333333333333
parahippocampal-lh,0.1111111111111111,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.1111111111111111,0.12962962962962962
posteriorcingulate-lh,0.125,0.125,0.140625,0.125,0.125,0.09375,0.125,0.140625
posteriorcingulate-rh,0.1,0.1,0.125,0.15,0.1,0.2,0.1,0.125
precuneus-rh,0.1206896551724138,0.1206896551724138,0.13793103448275862,0.13793103448275862,0.1206896551724138,0.10344827586206896,0.1206896551724138,0.13793103448275862
superiorparietal-rh,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.15,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.13333333333333333
