,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,parsorbitalis-lh,temporalpole-lh
caudalanteriorcingulate-lh,0.7241379310344828,0.0,0.27586206896551724,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.6944444444444444,0.0,0.027777777777777776,0.0,0.0,0.2777777777777778,0.0
frontalpole-lh,0.3076923076923077,0.0,0.46153846153846156,0.23076923076923078,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.17142857142857143,0.8285714285714286,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.4594594594594595,0.0,0.21621621621621623,0.32432432432432434
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-lh,0.0,0.1111111111111111,0.0,0.0,0.1388888888888889,0.0,0.4583333333333333,0.2916666666666667
temporalpole-lh,0.0,0.0,0.0,0.0,0.23728813559322035,0.0,0.3220338983050847,0.4406779661016949
